Product Name,Color,Size,SKU,Barcode,Category,Type,Brand,piece/s per box/s,Minimum,Quantity,No. of box/s,Pending Qty In,Pending Qty Out,Actual Qty,Actual No. of box/s,LxWxH,Cargo Cost,Total Cargo,Cost,Retail,Wholesale,Markup
Airdots Silicone Case w/clip,White,N/A,GH-AD-SILICONE-CASE-WHITE,CA8,N/A,N/A,None,1,0,77.00 pcs,77.00 pcs,0,0,77.00 pcs,77.00 pcs,0.00x0.00x0.00,0,?0.00,?43.00,?137.00,?120.00,219.00%
Airdots Silicone Case w/clip,Red,N/A,GH-AD-SILICONE-CASE-RED,CA7,N/A,N/A,None,1,0,13.00 pcs,13.00 pcs,0,0,13.00 pcs,13.00 pcs,0.00x0.00x0.00,0,?0.00,?43.00,?137.00,?120.00,219.00%
Airdots Silicone Case w/clip,Dark Blue,N/A,GH-AD-SILICONE-CASE-D.BLUE,CA3,N/A,N/A,None,1,0,3.00 pcs,3.00 pcs,0,0,3.00 pcs,3.00 pcs,0.00x0.00x0.00,0,?0.00,?43.00,?137.00,?120.00,219.00%
Airdots Silicone Case w/clip,Blue,N/A,GH-AD-SILICONE-CASE-BLUE,CA2,N/A,N/A,None,1,0,47.00 pcs,47.00 pcs,0,0,47.00 pcs,47.00 pcs,0.00x0.00x0.00,0,?0.00,?43.00,?137.00,?120.00,219.00%
Airdots Silicone Case w/clip,Gray,N/A,GH-AD-SILICONE-CASE-GRAY,CA4,N/A,N/A,None,1,0,30.00 pcs,30.00 pcs,0,0,30.00 pcs,30.00 pcs,0.00x0.00x0.00,0,?0.00,?43.00,?137.00,?120.00,219.00%
Airdots Silicone Case w/clip,Pink,N/A,GH-AD-SILICONE-CASE-PINK,CA6,N/A,N/A,None,1,0,26.00 pcs,26.00 pcs,0,0,26.00 pcs,26.00 pcs,0.00x0.00x0.00,0,?0.00,?43.00,?137.00,?120.00,219.00%
Airdots Silicone Case w/clip,MInt Green,N/A,GH-AD-SILICONE-CASE-MINTGREEN,CA5,N/A,N/A,None,1,0,37.00 pcs,37.00 pcs,0,0,37.00 pcs,37.00 pcs,0.00x0.00x0.00,0,?0.00,?43.00,?137.00,?120.00,219.00%
Airdots Cover,Black,N/A,AD-COVER-SILICONE-BLCK,CV1,N/A,N/A,None,1,0,"1,702.00 pcs","1,702.00 box/s",0,2,"1,700.00 pcs","1,700.00 box/s",0.00x0.00x0.00,0,?0.00,?13.00,?139.00,?120.00,969.00%
Airdots Cover,White,N/A,AD-COVER-SILICONE-WHITE,CV7,N/A,N/A,None,1,0,203.00 pcs,203.00 box/s,0,0,203.00 pcs,203.00 box/s,0.00x0.00x0.00,0,?0.00,?13.00,?139.00,?120.00,969.00%
Airdots Cover,Red,N/A,AD-COVER-SILICONE-RED,CV5,N/A,N/A,None,1,0,397.00 pcs,397.00 box/s,0,0,397.00 pcs,397.00 box/s,0.00x0.00x0.00,0,?0.00,?13.00,?139.00,?120.00,969.00%
Airdots Cover,Sky Blue,N/A,AD-COVER-SILICONE-SKYBLUE,CV6,N/A,N/A,None,1,0,202.00 pcs,202.00 box/s,0,0,202.00 pcs,202.00 box/s,0.00x0.00x0.00,0,?0.00,?13.00,?139.00,?120.00,969.00%
Airdots Cover,Blue,N/A,AD-COVER-SILICONE-BLUE,CV2,N/A,N/A,None,1,0,417.00 pcs,417.00 box/s,0,0,417.00 pcs,417.00 box/s,0.00x0.00x0.00,0,?0.00,?13.00,?139.00,?120.00,969.00%
Airdots Cover,Pink,N/A,AD-COVER-SILICONE-PINK,CV4,N/A,N/A,None,1,0,215.00 pcs,215.00 box/s,0,1,214.00 pcs,214.00 box/s,0.00x0.00x0.00,0,?0.00,?13.00,?139.00,?120.00,969.00%
Airdots Cover,MInt Green,N/A,AD-COVER-SILICONE-MINTGREEN,CV3,N/A,N/A,None,1,0,414.00 pcs,414.00 box/s,0,0,414.00 pcs,414.00 box/s,0.00x0.00x0.00,0,?0.00,?13.00,?139.00,?120.00,969.00%
Airdots Cover,Lavender,N/A,AD-COVER-SILICONE-LAVENDER,CV8,N/A,N/A,None,1,0,208.00 pcs,208.00 box/s,0,1,207.00 pcs,207.00 box/s,0.00x0.00x0.00,0,?0.00,?13.00,?139.00,?120.00,969.00%
PB Dual Sleeve,N/A,N/A,PB-DUAL-SLEEVE,SD,N/A,N/A,None,1,0,57.00 pcs,57.00 box/s,0,0,57.00 pcs,57.00 box/s,0.00x0.00x0.00,0,?0.00,?19.00,?30.00,?25.00,58.00%
Mi Band 3 sp,N/A,N/A,MB3-SP,SP3,None,N/A,None,1,0,"1,786.00 pcs","1,786.00 box/s",0,0,"1,786.00 pcs","1,786.00 box/s",0.00x0.00x0.00,0,?0.00,?12.00,?25.00,?20.00,108.00%
Mi Bluetooth Selfie Stick,Black,N/A,MI-BT-SELFIE-STICK-BLK,6.93418E+12,N/A,N/A,Xiaomi,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?679.00,?799.00,?750.00,18.00%
Mi Bluetooth Selfie Stick,White,N/A,MI-BT-SELFIE-STICK-WHITE,6.93418E+12,N/A,N/A,Xiaomi,1,0,11.00 pcs,11.00 box/s,0,0,11.00 pcs,11.00 box/s,0.00x0.00x0.00,0,?0.00,?679.00,?799.00,?750.00,18.00%
Portable Laptop Stand Ultra Thin Invisible Folding ,Black,N/A,STEALTH-LAPTOP-STAND-BLACK,LS1,Computer & Laptops,N/A,None,1,0,704.00 pcs,704.00 box/s,0,0,704.00 pcs,704.00 box/s,0.29x0.23x0.25,222,?3.70,?108.00,?359.00,?250.00,221.00%
Portable Laptop Stand Ultra Thin Invisible Folding ,Gray,N/A,STEALTH-LAPTOP-STAND-GRAY,LS3,Computer & Laptops,N/A,None,1,0,400.00 pcs,400.00 box/s,0,0,400.00 pcs,400.00 box/s,0.29x0.23x0.25,222,?3.70,?108.00,?359.00,?250.00,221.00%
Portable Laptop Stand Ultra Thin Invisible Folding ,Brown,N/A,STEALTH-LAPTOP-STAND-BROWN,LS2,Computer & Laptops,N/A,None,1,0,202.00 pcs,202.00 box/s,0,0,202.00 pcs,202.00 box/s,0.29x0.23x0.25,222,?3.70,?108.00,?359.00,?250.00,221.00%
Portable Laptop Stand Ultra Thin Invisible Folding ,Pink,N/A,STEALTH-LAPTOP-STAND-PINK,LS4,Computer & Laptops,N/A,None,1,0,199.00 pcs,199.00 box/s,0,0,199.00 pcs,199.00 box/s,0.29x0.23x0.25,222,?3.70,?108.00,?359.00,?250.00,221.00%
Mobile Desk Phone Holder,Black,N/A,GH-DESK-PHONE-HOLDER-BLACK,190816001,Phone holder,N/A,None,1,0,131.00 pcs,131.00 box/s,"1,000.00",0,"1,131.00 pcs","1,131.00 box/s",0.00x0.00x0.00,0,?0.00,?69.00,?139.00,?130.00,101.00%
Mobile Desk Phone Holder,Red,N/A,GH-DESK-PHONE-HOLDER-RED,N/A,Phone holder,N/A,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?69.00,?139.00,?130.00,101.00%
Mobile Desk Phone Holder,Silver,N/A,GH-DESK-PHONE-HOLDER-SILVER,190816004,Phone holder,N/A,None,1,0,16.00 pcs,16.00 box/s,600,0,616.00 pcs,616.00 box/s,0.00x0.00x0.00,0,?0.00,?69.00,?139.00,?130.00,101.00%
Mobile Desk Phone Holder,Gold,N/A,GH-DESK-PHONE-HOLDER-GOLD,190816002,Phone holder,N/A,None,1,0,11.00 pcs,11.00 box/s,200,0,211.00 pcs,211.00 box/s,0.00x0.00x0.00,0,?0.00,?69.00,?139.00,?130.00,101.00%
Mobile Desk Phone Holder,Rose Gold,N/A,GH-DESK-PHONE-HOLDER-ROSE GOLD,190816003,Phone holder,N/A,None,1,0,10.00 pcs,10.00 box/s,200,0,210.00 pcs,210.00 box/s,0.00x0.00x0.00,0,?0.00,?69.00,?139.00,?130.00,101.00%
Haylou GT1,Black,N/A,HAYLOU-GT1-BLACK,3022152,Audio,Airbuds,Haylou,1,0,640.00 pcs,640.00 box/s,0,0,640.00 pcs,640.00 box/s,0.00x0.00x0.00,0,?0.00,?530.00,?899.00,?850.00,70.00%
Haylou GT1,White,N/A,HAYLOU-GT1-WHITE,N/A,Audio,Airbuds,Haylou,1,0,241.00 pcs,241.00 box/s,0,1,240.00 pcs,240.00 box/s,0.00x0.00x0.00,0,?0.00,?535.00,?899.00,?850.00,68.00%
Mijobs NFC Strap 14mm,Black,N/A,NFC-STRAP-MB3/4-14mm-BLACK,NB14,Wearables,Watch,Mijobs,1,0,3.00 pcs,3.00 box/s,0,0,3.00 pcs,3.00 box/s,0.00x0.00x0.00,0,?0.00,?157.00,?299.00,?290.00,90.00%
Mijobs NFC Strap 14mm,Silver,N/A,NFC-STRAP-MB3/4-14mm-SILVER,NS14,Wearables,Watch,Mijobs,1,0,-1.00 pcs,-1.00 box/s,0,0,-1.00 pcs,-1.00 box/s,0.00x0.00x0.00,0,?0.00,?135.00,?299.00,?290.00,121.00%
Mijobs NFC Strap 14mm,Gold,N/A,NFC-STRAP-MB3/4-14mm-GOLD,NG14,Wearables,Watch,Mijobs,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?171.00,?299.00,?290.00,75.00%
Mijobs NFC Strap 14mm,Rose Gold,N/A,NFC-STRAP-MB3/4-14mm-R.GOLD,NR14,Wearables,Watch,Mijobs,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?171.00,?299.00,?290.00,75.00%
P9 Foldable USB Stand Fan White,N/A,N/A,N/A,SF,Appliances,Mini Appliances,None,20,1,2.00 pcs,0.10 box/s,0,0,2.00 pcs,0.10 box/s,0.00x0.00x0.00,0,?0.00,?745.00,"?1,200.00","?1,000.00",61.00%
 X12 Ultra,Sahara,N/A,SABBAT-X12-ULTRA-SAHARA,6.97255E+12,Audio,Airbuds,Sabbat,1,0,51.00 pcs,51.00 box/s,0,0,51.00 pcs,51.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,525.00","?2,499.00","?2,400.00",64.00%
 X12 Ultra,Caribbean,N/A,SABBAT-X12-ULTRA-CARIBBEAN,6.97255E+12,Audio,Airbuds,Sabbat,1,0,50.00 pcs,50.00 box/s,0,0,50.00 pcs,50.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,525.00","?2,499.00","?2,400.00",64.00%
 X12 Ultra,Amazon,N/A,SABBAT-X12-ULTRA-AMAZON,6.97255E+12,Audio,Airbuds,Sabbat,1,0,194.00 pcs,194.00 box/s,0,0,194.00 pcs,194.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,525.00","?2,499.00","?2,400.00",64.00%
 X12 Ultra,Emirates,N/A,SABBAT-X12-ULTRA-EMIRATES,6.97255E+12,Audio,Airbuds,Sabbat,1,0,45.00 pcs,45.00 box/s,0,0,45.00 pcs,45.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,525.00","?2,499.00","?2,400.00",64.00%
E12 Ultra,Sahara,N/A,E12-ULTRA-SAHARA,N/A,Audio,Airbuds,Sabbat,1,0,76.00 pcs,76.00 box/s,0,0,76.00 pcs,76.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,916.00","?2,499.00","?2,400.00",30.00%
E12 Ultra,Caribbean,N/A,E12-ULTRA-CARIBBEAN,N/A,Audio,Airbuds,Sabbat,1,0,70.00 pcs,70.00 box/s,0,0,70.00 pcs,70.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,916.00","?2,499.00","?2,400.00",30.00%
E12 Ultra,Amazon,N/A,E12-ULTRA-AMAZON,N/A,Audio,Airbuds,Sabbat,1,0,104.00 pcs,104.00 box/s,0,0,104.00 pcs,104.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,916.00","?2,499.00","?2,400.00",30.00%
E12 Ultra,Emirates,N/A,E12-ULTRA-EMIRATES,N/A,Audio,Airbuds,Sabbat,1,0,62.00 pcs,62.00 box/s,0,0,62.00 pcs,62.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,916.00","?2,499.00","?2,400.00",30.00%
E12 Ultra,Rock and Roll Coffee,N/A,E12-ULTRA-R&R COFFEE,6.97255E+12,Audio,Airbuds,Sabbat,1,0,181.00 pcs,181.00 box/s,0,0,181.00 pcs,181.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,876.00","?2,499.00","?2,400.00",33.00%
E12 Ultra,Martha Red,N/A,E12-ULTRA-MARTHA RED,6.97255E+12,Audio,Airbuds,Sabbat,1,0,98.00 pcs,98.00 box/s,0,0,98.00 pcs,98.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,876.00","?2,499.00","?2,400.00",33.00%
E12 Ultra,Gold and Copper,N/A,E12-ULTRA-GOLD&COPPER,6.97255E+12,Audio,Airbuds,Sabbat,1,0,71.00 pcs,71.00 box/s,0,0,71.00 pcs,71.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,876.00","?2,499.00","?2,400.00",33.00%
E12 Ultra,Electro Violet,N/A,E12-ULTRA-ELECTRO-VIOLET,6.97255E+12,Audio,Airbuds,Sabbat,1,0,54.00 pcs,54.00 box/s,0,0,54.00 pcs,54.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,876.00","?2,499.00","?2,400.00",33.00%
E12 Ultra,Smokey and Grey,N/A,E12-ULTRA-SMOKEY&GRAY,6.97255E+12,Audio,Airbuds,Sabbat,1,0,130.00 pcs,130.00 box/s,0,0,130.00 pcs,130.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,876.00","?2,499.00","?2,400.00",33.00%
E12 Ultra,Bingbo Silver,N/A,E12-ULTRA-BINGBO SILVER,6.97255E+12,Audio,Airbuds,Sabbat,1,0,95.00 pcs,95.00 box/s,0,0,95.00 pcs,95.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,876.00","?2,499.00","?2,400.00",33.00%
REDMI POWERBANK 10K,N/A,N/A,REDMI-PB-10K,6.93418E+12,Electronic Device,Power Bank,Xiaomi,1,0,386.00 pcs,386.00 box/s,0,0,386.00 pcs,386.00 box/s,0.00x0.00x0.00,0,?0.00,?321.00,?450.00,?400.00,40.00%
REDMI POWERBANK 20K,N/A,N/A,REDMI-PB-20K,6.93418E+12,Electronic Device,Power Bank,Xiaomi,1,0,229.00 pcs,229.00 box/s,0,0,229.00 pcs,229.00 box/s,0.00x0.00x0.00,0,?0.00,?599.00,?450.00,?420.00,-25.00%
REMAX Sleep Headphone RM-588,Black,N/A,RM-588-BLACK,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,8.00 pcs,8.00 box/s,0,0,8.00 pcs,8.00 box/s,0.00x0.00x0.00,0,?0.00,?129.00,?229.00,?190.00,78.00%
REMAX Sleep Headphone RM-588,White,N/A,RM-588-WHITE,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,6.00 pcs,6.00 box/s,0,0,6.00 pcs,6.00 box/s,0.00x0.00x0.00,0,?0.00,?129.00,?229.00,?190.00,78.00%
T9 WIRELESS HD VOICE,Black,N/A,RB-T9-WIRELESS-BLACK,6.95485E+12,Audio,Headset,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?228.00,?428.00,?320.00,88.00%
T9 WIRELESS HD VOICE,White,N/A,RB-T9-WIRELESS-WHITE,N/A,Audio,Headset,Remax,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,?228.00,?428.00,?320.00,88.00%
T9 WIRELESS HD VOICE,Pink,N/A,RB-T9-WIRELESS-PINK,N/A,Audio,Headset,Remax,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?228.00,?428.00,?320.00,88.00%
REMAX WIRELESS SPORTS EARPHONE RB-S25 ,Black,N/A,RB-S25-BLACK,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?237.00,?387.00,?350.00,63.00%
REMAX WIRELESS SPORTS EARPHONE RB-S25 ,White,N/A,RB-S25-WHITE,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?237.00,?387.00,?350.00,63.00%
RB-S2MAGNET SPORTS BT HEADSET,Black,N/A,RB-S2-MAGNET-SPORTS-BT-HEADSET-BLK,N/A,Audio,Headset,Remax,1,0,1.00 pcs,1.00 box/s,0,0,1.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?475.00,?779.00,?600.00,64.00%
RB-S2MAGNET SPORTS BT HEADSET,White,N/A,RB-S2-MAGNET-SPORTS-BT-HEADSET-WHITE,6.95485E+12,Audio,Headset,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?475.00,?779.00,?600.00,64.00%
REMAX TWS WIRELESS EARBUDS TWS-6,Black,N/A,TWS6-WIRELESS-EARBUDS-BLACK,N/A,Audio,Airbuds,Remax,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,?607.00,"?1,015.00",?800.00,67.00%
REMAX TWS WIRELESS EARBUDS TWS-6,White,N/A,TWS6-WIRELESS-EARBUDS-WHITE,N/A,Audio,Airbuds,Remax,1,0,4.00 pcs,4.00 box/s,0,0,4.00 pcs,4.00 box/s,0.00x0.00x0.00,0,?0.00,?607.00,"?1,015.00",?800.00,67.00%
REMAX TWS WIRELESS EARBUDS TWS-6,Purblish Blue,N/A,TWS6-WIRELESS-EARBUDS-P.BLUE,N/A,Audio,Airbuds,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?607.00,"?1,015.00",?800.00,67.00%
REMAX TWS WIRELESS EARBUDS TWS-6,Black Blue,N/A,TWS6-WIRELESS-EARBUDS-BLK.BLUE,6.95485E+12,Audio,Airbuds,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?607.00,"?1,015.00",?800.00,67.00%
REMAX RC-001M REMAX QUICK CHARGE AND DATA CABLE,Black,N/A,RC-001M-QUICKCHARGE-CABLE-BLACK,6.95485E+12,N/A,N/A,Remax,1,0,121.00 pcs,121.00 box/s,0,0,121.00 pcs,121.00 box/s,0.00x0.00x0.00,0,?0.00,?64.00,?135.00,?120.00,111.00%
REMAX RC-001M REMAX QUICK CHARGE AND DATA CABLE,White,N/A,RC-001M-QUICKCHARGE-CABLE-WHITE,6.95485E+12,N/A,N/A,Remax,1,0,194.00 pcs,194.00 box/s,0,0,194.00 pcs,194.00 box/s,0.00x0.00x0.00,0,?0.00,?64.00,?135.00,?120.00,111.00%
REMAX RC-001M REMAX QUICK CHARGE AND DATA CABLE,Red,N/A,RC-001M-QUICKCHARGE-CABLE-RED,N/A,N/A,N/A,Remax,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,?64.00,?135.00,?120.00,111.00%
REMAX RC-156A CIGAN SERIES DATA CABLE,Black,N/A,RC-156A-CIGAN-SERIES-DATA-CABLE,6.95485E+12,N/A,N/A,Remax,1,0,138.00 pcs,138.00 box/s,0,0,138.00 pcs,138.00 box/s,0.00x0.00x0.00,0,?0.00,?117.00,?2.00,?1.50,-98.00%
REMAX RC-134M  FAST CHARGING DATA CABLE,Black,N/A,RC-134M-REMAX-1KMM-FAST-CHARGING-CABLE-BLACK,6.95485E+12,N/A,N/A,Remax,1,0,288.00 pcs,288.00 box/s,0,0,288.00 pcs,288.00 box/s,0.00x0.00x0.00,0,?0.00,?20.00,?72.00,?50.00,260.00%
REMAX RC-134M  FAST CHARGING DATA CABLE,White,N/A,RC-134M-REMAX-1KMM-FAST-CHARGING-CABLE-WHITE,6.95485E+12,N/A,N/A,Remax,1,0,239.00 pcs,239.00 box/s,0,0,239.00 pcs,239.00 box/s,0.00x0.00x0.00,0,?0.00,?20.00,?72.00,?50.00,260.00%
RC-129i FAST SAFE DATA CABLE,Black,N/A,RC-129i-FAST-SAFE-DATA-CABLE-BLACK,6.95485E+12,N/A,N/A,Remax,1,0,138.00 pcs,138.00 box/s,0,0,138.00 pcs,138.00 box/s,0.00x0.00x0.00,0,?0.00,?39.00,?59.00,?59.00,51.00%
RC-129i FAST SAFE DATA CABLE,White,N/A,RC-129i-FAST-SAFE-DATA-CABLE-WHITE,6.95485E+12,N/A,N/A,Remax,1,0,173.00 pcs,173.00 box/s,0,0,173.00 pcs,173.00 box/s,0.00x0.00x0.00,0,?0.00,?39.00,?59.00,?59.00,51.00%
RC-129i FAST SAFE DATA CABLE,Gray,N/A,RC-129i-FAST-SAFE-DATA-CABLE-GRAY,6.95485E+12,N/A,N/A,Remax,1,0,189.00 pcs,189.00 box/s,0,0,189.00 pcs,189.00 box/s,0.00x0.00x0.00,0,?0.00,?39.00,?59.00,?59.00,51.00%
RC-135A CHAINING SERIES 5A-DATA CABLE,White,N/A,RC-135A-CHAINING-SERIES-DATA-CABLE-WHITE,6.95485E+12,N/A,N/A,Remax,1,0,47.00 pcs,47.00 box/s,0,0,47.00 pcs,47.00 box/s,0.00x0.00x0.00,0,?0.00,?75.00,?151.00,?140.00,101.00%
REMAX RM-512 WIRED  EAR PHONE,Black,N/A,RM-512 WIRED-EAR-PHONE-BLACK,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,25.00 pcs,25.00 box/s,0,0,25.00 pcs,25.00 box/s,0.00x0.00x0.00,0,?0.00,?89.00,?149.00,?100.00,67.00%
REMAX RM-512 WIRED  EAR PHONE,Red,N/A,RM-512 WIRED-EAR-PHONE-RED,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,29.00 pcs,29.00 box/s,0,0,29.00 pcs,29.00 box/s,0.00x0.00x0.00,0,?0.00,?89.00,?149.00,?100.00,67.00%
REMAX RM-512 WIRED  EAR PHONE,Silver,N/A,RM-512 WIRED-EAR-PHONE-SILVER,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,25.00 pcs,25.00 box/s,0,0,25.00 pcs,25.00 box/s,0.00x0.00x0.00,0,?0.00,?89.00,?149.00,?100.00,67.00%
REMAX RM-512 WIRED  EAR PHONE,Pink,N/A,RM-512 WIRED-EAR-PHONE-PINK,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,21.00 pcs,21.00 box/s,0,0,21.00 pcs,21.00 box/s,0.00x0.00x0.00,0,?0.00,?89.00,?149.00,?100.00,67.00%
RM-711 WIRED EARPHONE,Black,N/A,RM-711 WIRED-EARPHONE-BLACK,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,25.00 pcs,25.00 box/s,0,0,25.00 pcs,25.00 box/s,0.00x0.00x0.00,0,?0.00,?81.00,?149.00,?140.00,84.00%
RM-711 WIRED EARPHONE,Silver,N/A,RM-711 WIRED-EARPHONE-SILVER,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,83.00 pcs,83.00 box/s,0,0,83.00 pcs,83.00 box/s,0.00x0.00x0.00,0,?0.00,?81.00,?149.00,?140.00,84.00%
RM-711 WIRED EARPHONE,Rose Gold,N/A,RM-711 WIRED-EARPHONE-ROSEGOLD,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,82.00 pcs,82.00 box/s,0,2,80.00 pcs,80.00 box/s,0.00x0.00x0.00,0,?0.00,?81.00,?149.00,?140.00,84.00%
RM550 WIRED EARPHONE ,Black,N/A,RM-550-WIRED-EARPHONE-BLACK,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,72.00 pcs,72.00 box/s,0,0,72.00 pcs,72.00 box/s,0.00x0.00x0.00,0,?0.00,?73.00,?169.00,?160.00,132.00%
RM550 WIRED EARPHONE ,White,N/A,RM-550-WIRED-EARPHONE-WHITE,6.95485E+12,Audio,In-Ear Earphones,Remax,1,0,218.00 pcs,218.00 box/s,0,0,218.00 pcs,218.00 box/s,0.00x0.00x0.00,0,?0.00,?73.00,?169.00,?160.00,132.00%
RM-805 WIRED 4D HEADPHONE,Black,N/A,RM805-WIRED-4D-HEAD-PHONE,6.95485E+12,Audio,Headset,Remax,1,0,23.00 pcs,23.00 box/s,0,0,23.00 pcs,23.00 box/s,0.00x0.00x0.00,0,?0.00,?312.00,?499.00,?490.00,60.00%
RPU43 WANFU 4 PORT USB ADAPTER,Black,N/A,RPU43-WANFU-4PORT-ADAPTER-BLACK,6.95485E+12,N/A,N/A,Remax,1,0,42.00 pcs,42.00 box/s,0,0,42.00 pcs,42.00 box/s,0.00x0.00x0.00,0,?0.00,?146.00,?649.00,?640.00,345.00%
RPU43 WANFU 4 PORT USB ADAPTER,White,N/A,RPU43-WANFU-4PORT-ADAPTER-WHITE,6.95485E+12,N/A,N/A,Remax,1,0,105.00 pcs,105.00 box/s,0,0,105.00 pcs,105.00 box/s,0.00x0.00x0.00,0,?0.00,?146.00,?649.00,?640.00,345.00%
RPU36 2PORT USB CHARGER,Black,N/A,RP-U36-2PORT-USB-CHARGER-BLACK,6.95485E+12,N/A,N/A,Remax,1,0,32.00 pcs,32.00 box/s,0,0,32.00 pcs,32.00 box/s,0.00x0.00x0.00,0,?0.00,?103.00,?169.00,?160.00,64.00%
RPU36 2PORT USB CHARGER,White,N/A,RP-U36-2PORT-USB-CHARGER-WHITE,6.95485E+12,N/A,N/A,Remax,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?103.00,?169.00,?160.00,64.00%
RP-U14 2.4A CHARGER & CABLE TYPE C,White,N/A,RP-U14-CHARGER&CABLE-TYPEC-WHITE,6.95485E+12,N/A,N/A,Remax,1,0,15.00 pcs,15.00 box/s,0,0,15.00 pcs,15.00 box/s,0.00x0.00x0.00,0,?0.00,?83.00,?189.00,?140.00,128.00%
RCC220 2.4A CAR CHARGER RECHAN SERIES,Black,N/A,RCC220-CAR-CHARGER-BLACK,N/A,N/A,N/A,Remax,1,0,199.00 pcs,199.00 box/s,0,1,198.00 pcs,198.00 box/s,0.00x0.00x0.00,0,?0.00,?76.00,?159.00,?150.00,109.00%
RCC220 2.4A CAR CHARGER RECHAN SERIES,Silver,N/A,RCC220-CAR-CHARGER-SILVER,6.95485E+12,N/A,N/A,Remax,1,0,225.00 pcs,225.00 box/s,0,0,225.00 pcs,225.00 box/s,0.00x0.00x0.00,0,?0.00,?76.00,?159.00,?150.00,109.00%
RM-C38 WIRELESS CHARGER & CAR VENT,Black,N/A,RM-C38-WIRELESS-CHARGER-CARVENT-BLACK,6.95485E+12,Phone holder,Car,Remax,1,0,59.00 pcs,59.00 box/s,0,0,59.00 pcs,59.00 box/s,0.00x0.00x0.00,0,?0.00,?266.00,?499.00,?490.00,88.00%
RP-U14 2.4A CHARGER & DATA CABLE MICRO USB,White,N/A,RP-U14-CHARGER-DATA-CABLE-ANDROID-WHITE,6.95485E+12,N/A,N/A,Remax,1,0,11.00 pcs,11.00 box/s,0,0,11.00 pcs,11.00 box/s,0.00x0.00x0.00,0,?0.00,?76.00,?180.00,?130.00,137.00%
RP-U14 2.4A CHARGER & DATA CABLE IOS,White,N/A,RP-U14-CHARGER-DATA-CABLE-IOS,6.95485E+12,N/A,N/A,Remax,1,0,4.00 pcs,4.00 box/s,0,0,4.00 pcs,4.00 box/s,0.00x0.00x0.00,0,?0.00,?83.00,?185.00,?130.00,123.00%
